"projectID","name","shortName","shortDescription","description","group","primaryUser"
277,"Hubbard Brook BTBW","HBEF BTBW","Tagging Black-throated blue warblers at Hubbard Brook Experimental Forest","Tagging Black-throated blue warblers at Hubbard Brook Experimental Forest","1","18612"
278,"Piping Plover Migratory Behavior","Plover Migration","Identify migratory locations of plovers","South Point Ocracoke is a globally important stopover location for southbound piping plovers on the Atlantic Coast, although little is know about how their stopover behavior is related to the rest of their migration strategies. This project aims to underst","1","18876"
279,"Lund Migration Research","Lund Migration","Research on physiological mechanisms of (partial) migration. We use different species that bred or stopover in southern Sweden.  ","NULL","1","19161"
280,"BC Interior Thrushes","thrushes","Investigation migratory tendencies of SWTH in a sub-species hybrid zone in the Interior of British Columbia.","Investigation migratory tendencies of SWTH in a sub-species hybrid zone in the Interior of British Columbia.","1","19149"
281,"Great Plains Chihuahuan Desert Motus","GPCDMotus","A collaborative effort to expand the Motus network throughout the Great Plains and Chihuahuan Desert region.","Collaborators are studying a variety of avian species throughout the Great Plains and Chihuahuan Desert, from Mexico to Canada.  This effort aims to develop a functional Motus network in the region that will allow researchers to better understand migratory","1","518"
282,"Project Meadowlark","EAME","Exploring meadowlark migratory connectivity through the Virginia Working Landscapes landowner network","NULL","1","19271"
283,"TRACKBIRD - Autumn songbird migration 2019","Autumn 2019","Songbirds tagged at the coast of Schleswig-Holstein (Germany) during autumn 2019 ","NULL","1","2340"
284,"Hastings Motus","CNC","Motus tower on the Minnesota campus of Carpenter Nature Center.","Motus tower on the Minnesota campus of Carpenter Nature Center.","1","19022"
285,"CONI annual survivorship in coastal Louisiana","CONI-surv-LA","Tracking annual survivorship of Common Nighthawks nesting along the coast of Louisiana.","Common Nighthawks (CONI) nest in large numbers in coastal Louisiana, but we know very little about their demography in the region. I am deploying tags to see which birds survive to next spring. This data will be used in conjunction with our nest monitoring","1","19409"
286,"Parasitic Jaegers Migration","PAJA migration","Tracking the migration of arctic breeding parasitic jaeger","Link the breeding success of tundra dwelling parasitic jaegers to their migration strategies","1","19531"
287,"NCC Shorebird Monitoring Project Western Manitoba","NCC SB Mon","To track shorebird migration movements through the Oak Lake, Plum Lakes and Whitewater Lake.","To track shorebird migration movements through the Oak Lake, Plum Lakes and Whitewater Lake.","NULL","18621"
288,"Fall migration of American Pipit and Horned Lark","AMPI-HOLA","Fall migration routes of American Pipits and Horned Lark captured at the Observatoire d'Oiseaux de Tadoussac","NULL","3","234"
289,"Upper Mississippi Valley migration ","Upper Miss Migration","Array of 6+ towers to investigate migration and movement of golden winged warblers and other species in the Upper Mississippi River Valley. ","This project provides infrastructure for radio telemetry coverage of the Upper Mississippi river valley (from source to Cairo the the confluence of the Mississippi and Ohio Rivers). The Mississippi River valley is thought to funnel and concentrate migrants","2","2705"
290,"Tennessee Regional Motus Collaborative Project","TN Motus Project","The Nature Conservancy is initiating a Motus-based project to better understand aerial wildlife, and critical habitat, in and around Tennessee.","The Nature Conservancy is engaging a collaboration of partners to establish a network of Motus-based VHF receiver stations and strategic transmitter deployments to better understand aerial wildlife movements within and through Tennessee and surrounding sta","1","19736"
291,"UK-BirdObs","UK-BirdObs","Project Yellow-browed.  UK Bird Observatories Motus deployment for various migration studies.","Project Yellow-browed.  UK Bird Observatories Motus deployment for various migration studies.","NULL","19364"
292,"Bernheim Birds","Bernheim Birds","Bernheim is tracking birds throughout the 16,137 acre arboretum and research forest to better understand habitat usage, migration, and site fidelity.","Bernheim Arboretum and Research Forest installed three Cellular Tracking Technologies (CTT) SensorStations, 25 CTT Nodes, and deployed 11 of 25 CTT LifeTagsTM on four species of birds, making Bernheim the first in Kentucky to join the global MOTUS Wildlife","1","13098"
293,"Cellular Tracking Technologies","CTT","Stations managed by CTT.","Stations managed by CTT.","1","22618"
294,"Shorebird monitoring in central NSW estuaries","NSW","This project aims to quantify movements of shorebirds within and between central New South Wales east coast estuaries with a focus on eastern curlew","This project aims to quantify movements of shorebirds within and between central New South Wales east coast estuaries with a focus on eastern curlew, but it is anticipated that other species will be gradually included","1","20507"
295,"KSFO Raptor Relocation Network","SFO RRN","SFO will trap and translocate raptors and us Motus data to evaluate the program's efficacy for reducing collisions of birds and airplanes.","SFO has partnered with United Airlines and Audubon International to implement a raptor trapping and translocation project in an attempt to reduce the number of bird strikes that occur at the airport.  Barn owls are the species most frequently struck by air","1","20792"
296,"Helgoland Spring 2017","Hel spr 17","departure decisions of migratory songbirds with different migration strategies","NULL","1","2418"
297,"Helgoland Autumn 2017","Hel aut 17","departure decisions of migratory songbirds with different migration strategies","NULL","1","2418"
298,"Helgoland Spring 2018","Hel spr 18","departure decisions of migratory songbirds with different migration strategies","NULL","1","2418"
299,"Helgoland Autumn 2018","Hel aut 18","departure decisions of migratory songbirds with different migration strategies","NULL","1","2418"
300,"Helgoland autumn 2019","Hel aut 19","NULL","NULL","1","431"
301,"Cayuga Bird Club ","CBC Lansing","Motus receiver at Myers Park, Lansing NY. To facilitate research in NY Plains region.","Motus receiver for detection of radio-tagged birds by other researchers including Lake Plains project #152.","NULL","20673"
302,"Lion Country Safari ","LCS","Station located at Lion Country Safari to increase motus network coverage. ","NULL","1","20900"
303,"Delta Shorebird Use Project Receiver","Delta Receiver ","Motus receiver station located on Failing Farms grain bins. ","Motus receiver station on Failing Farms grain bins.  Grains bins are approximately 50ft tall with two 166.380 MHz 9 element yagis and two 434 MHz 15 element yagis (Dual-mode array).  All yagi antennas are on a east-west heading.  One 166.380 MHz omni also ","1","20974"
305,"Brazil-PUMA-2020","BrazilPUMA20","Study of the duration of stay of purple martin at roosting sites in Brazil before spring migration and spring departure date","NULL","1","3170"
306,"BC Winter Birds","BCwinter","Tracking the survival of resident birds during the winter around Metro Vancouver","Tracking the survival of resident birds during the winter around Metro Vancouver","3","3900"
307,"UK Bats","UK-Bats","Umbrella project for bat related studies in the UK.","Umbrella project for bat related studies in the UK.","1","19364"
308,"Effects of high lead on AMRO movement and behavior","PbAMRO","Migratory movements and behavior following high lead levels during the juvenile stage in American robins (Turdus migratorius)","From data collected in 2018-2019, we determined that American robins (Turdus migratorius)in irrigated sites of Flint, Michigan have elevated blood lead values, with recently-fledged juveniles showing particularly high exposures at levels that are known to ","1","21148"
309,"Linking Least Tern wintering and breeding sites","Least Tern wintering","Least Terns will be marked with nanotags in January 2021 in coastal Brazil, and hopefully detected as they migrate north. ","Conservation of Least Terns in the U.S. receives considerable attention – from May through August.[BR][BR]During the remaining 8 months, however, we know very little about the distribution and ecology of the species.  In fact, because most fledglings do not re","1","11371"
310,"Purple Martin University of Delaware","PUMA UDel","Investigating Purple Martin Movements and Autumn Roosting Activity in the Mid-Atlantic","Our goal is to link the movement ecology of individual Purple Martins, Progne subis, in the mid-Atlantic region with their breeding productivity, foraging habitat use, survival, migration phenology, and nonbreeding locations. We will also identify the loca","1","21257"
311,"Bat migration over the German North and Baltic Sea","Batmobil","Investigation of flightroutes of bats crossing the German North and Baltic Sea.","The Motus study is part of the project Batmobil funded by the Federal Agency for Nature Conservation Germany (BfN) with funds of the Federal Ministry for the Environment, Nature Conservation and Nuclear Safety (FKZ 3519 86 1300).[BR]The aim of the project ","1","20998"
312,"Isla Masocarit - Navopatia Field Station","Isla Masocarit ","Navopatia Field Station is hosting the Motus station on Isla Mascorit","Motus tower on a protected island for research projects by Navopatia Field Station in southern Sonora Mexico","1","21281"
313,"Tulsa Zoo Motus ","Tulsa Zoo","Migratory bird tag tracking from the Tulsa Zoo","Migratory bird tag tracking and listening station from the Tulsa Zoo using the CTT SensorStation™ Version 2.0 for both VHF and UHF radio tags","1","21175"
314,"Forbes Bio Station Motus Tags","ForbesBioStation","Tracking Breeding and Migrating Marsh Birds","Tracking Breeding and Migrating Marsh Birds","1","21305"
316,"Duke Farms","DUBA","Duke farms banding station","Motus station monitoring frequencies 166.380MHz (Lotek) and 434MHz (CTT).","1","21388"
317,"Belle Isle Nature Center","BINCMO","Belle Isle Nature Center MOTUS tower data collection.","NULL","1","21353"
318,"Helgoland spring 2020","Helgospri2020","NULL","NULL","1","431"
319,"Carpenter Main Campus Tower","CNC Main","Main tower for CNC MN campus.","This is the central and first effort for CNC to get a MOTUS tower up and running on their main campus located on the St. Croix river in Hastings, MN. This installation will be a tower with 1 receiver with 3 antenna segments. Unit is mounted on the chimney ","1","21415"
321,"Bird rhythms","rhythms","Project to characterize chronotypes of birds during the breeding season, and to record migratory birds and bats at other times of year.","This is the start of hopefully further stations in the Netherlands northern provinces.","1","21462"
322,"TestTags","TestTags","A project to hold designated identical Test Tags. ","A project to hold designated identical Test Tags. These are Nanotags whose codes/BI combination have been set aside for use only as tests. There may be multiple physical tags with these properties, but they are only registered once.","9","19829"
323,"TRACKBIRD - Songbird spring migration 2020","TRACKBIRD_Spring2020","Songbirds tagged at the coast of Niedersachsen (Germany) during spring 2020.","Songbird migration at the German Bight in spring 2020","1","2340"
324,"Ellis Bird Farm Receiver Station 1a","EBF Station1a","A comprehensive MOTUS/CTT networked receiver station at the Ellis Bird Farm bird sanctuary in central Alberta, Canada.","A comprehensive MOTUS/CTT networked receiver station at the Ellis Bird Farm bird sanctuary in central Alberta, Canada. The station uses tested and calibrated, high performance yagi antennas, filters, amplifiers and receivers, atop a high structure, situate","1","23541"
325,"Zoo New England Audubon","ZNEA","CTT sensor for migrating wildlife","A receiver set up at one of the highest points in the Boston, metropolitan area.","1","21646"
326,"REVI - Timing of migration PA","REVI-PA","Nanotags will be used to determine onset of fall migration and hopefully arrival back the next spring","Nanotags are being deployed in NW Pennsylvania on a population of Red-eyed Vireo males that have been monitored for many years.  We hope to link individual traits, including minimum age, to timing of migration ","1","474"
327,"Alderville Black Oak Savanna","ABOS","Tagged birds found at ABOS by Motus Tower","Tagged birds found at ABOS by Motus Tower","1","19380"
328,"PUMA-Manitoba-2020","PUMA20","Tagging and tracking of Purple Martins in Manitoba for the light pollution experiment.[BR]","NULL","1","3170"
329,"Zwin Natuur Park","Zwin","The Zwin Nature Parc is a Nature reserve on the east coast of Belgium in Flanders.","NULL","1","21958"
330,"Lotek ","Lotek","Lotek project used for project, tag, and receiver data management purposes. ","Lotek project used for project, tag, and receiver data management purposes. ","1","2"
331,"My Motus Test","CTTmotusTest","This is a test project so I can familiarize myself with the Motus system","This is a test project so I can familiarize myself with the Motus system","1","19296"
332,"AMKE research MN","AMKE MN","Use of motus tracking system to learn more about annual life cycle of the American Kestrel adults and First year birds ","Use of motus tracking system to learn more about annual life cycle of the American Kestrel adults (migration and wintering habitat needs) and first year birds (fledgling success rate and survivability into the breeding population). Main goal of the project","2","22070"
333,"Pueblo Chemical Depot","PCD","Wildlife movement in high desert","NULL","1","21797"
334,"Poplar Island Restoration Site - Common Terns","Poplar Terns","Common Tern Nanotag and Lifetag Marking on Poplar Island, Chesapeake Bay, Maryland.","Common terns are considered endangered within the state of Maryland (Maryland Wildlife and Heritage Service, 2016) ), and receive protections within several other states throughout the Northeast United States, due in large part to a dramatic loss in breedi","2","22091"
335,"TRACKBIRD - Autumn songbird migration 2020","Autumn 2020","Songbirds tagged at the coast of Schleswig-Holstein (Germany) during autumn 2020.","NULL","1","2340"
336,"CWS-Pacific Shorebird Stations","CWS-PacificStations","Array of towers maintained by Canadian Wildlife Service - Pacific to support ongoing tracking of shorebirds on the Pacific Coast.[BR]","Array of towers maintained by Canadian Wildlife Service - Pacific to support ongoing tracking of shorebirds on the Pacific Coast.[BR]","3","2355"
337,"USFWS MB R9 Shorebird Project","USFWS R9 Shorebirds ","Tracking migratory shorebirds along the Oregon and Washington coast.","The USFWS Migratory Bird Program (Region 9 Oregon and Washington) are track migratory shorebirds during spring and fall migration using Motus stations at multiple sites. This project is part of the Motus Initiative (PIF) to expand the use of automated tele","2","19349"
338,"Yellow-browed Warbler migration Helgoland","YBW Helgo","NULL","NULL","1","431"
339,"Helgoland autumn 2020","Helgoland.aut.2020","NULL","NULL","1","431"
340,"Helgoland autumn 2021","Helgo.aut.2021","NULL","NULL","1","431"
341,"Delaware Clapper Rail Research ","DE_CLRA","Tracking hatch year Clapper Rail dispersal from individuals tagged in Delaware saltmarsh.","Clapper Rail are a secretive salt marsh species found along the Atlantic coast. By placing nanotags on hatch year Clapper Rail before they disperse we hope to learn about dispersal patterns. ","1","22411"
343,"Town of Kiawah Island ","Kiawah","Multiple long-term receivers and occasional tagging projects","NULL","1","22462"
344,"Motus station and winter sparrows at Seven Islands","Seven Islands","Motus station setup at Seven Islands State Birding Park.  Study the arrival, departure and habitat use of wintering sparrows in our managed grassland.","Motus station setup at Seven Islands State Birding Park.  Study the arrival, departure and habitat use of wintering sparrows in our 400 acre managed grassland.  Involve the public in bird migration utilizing the motus network.  Fill in a gap in the motus n","1","21363"
345,"Scott Hoyland 1a","SH1a","A personal endeavour.","A personal endeavour. A folded dipole 3m off the ground, high pass filter, and a wide band RF amplifier into a $10 USB software defined radio module, hosted by a Raspberry Pi 3B running Sensorgnome and dressed up for the occasion with a GPS hat. Located in","1","21616"
346,"Collaborative Central America Array","Central America","Central America array managed by Paso Pacifico and Southern Sierra Research Station.","A collaborative effort expanding Motus receiver locations throughout Central America in support of all projects.","1","16192"
347,"Arizona Game and Fish Department","AZGFD","a project focused on deploying a network of receivers across Arizona and working with collaborators to answer local questions","a project focused on deploying a network of receivers across Arizona and working with collaborators to answer local questions","1","22657"
348,"Zoo Atlanta","Zoo Atlanta","The station aims to determine what birds that are migrating over the Atlanta area.","The station aims to determine what birds that are migrating over the Atlanta area.","1","22501"
349,"Fraser Estuary Overwintering Shorebirds","FraserShorebirds","Tracking movements of overwintering shorebirds in the Fraser Estuary.","Tracking movements of overwintering shorebirds in the Fraser Estuary.","9","20096"
350,"Kansas Shorebird Radio Telemetry Project","KSRTP","Researching turnover rates of shorebirds to estimate population.","Researching turnover rates of shorebirds to estimate population.","1","22783"
352,"Intermountain West Collaborative - UM birds","IWC-UM Research","IWC Motus - University of Montana projects","IWC Motus -UM Project includes: The Breuner Lab, UM, and the University of Montana Ecology Lab (UMBEL).","1","6684"
353,"X","X","X","X","NULL","2"
354,"Illinois Motus Network","Illinois Motus","Placing Motus receivers in Illinois.","Building Motus receiver infrastructure in a latitudinal array across central Illinois.","2","22789"
355,"Lund Migration Research 2020","Lund 2020","data from all birds tagged in 2020","NULL","1","19161"
356,"Eyes on the Skies – Arctic Shorebird Monitoring","WNP","Expanding the MOTUS network in to Wapusk National Park, and further in to Canada's North. ","Wapusk National Park (WNP) protects a portion of the Hudson-James Bay Lowlands, and provides nesting or stop-over habitat to 200+ species of migratory birds. Climate change is expected to alter bird communities in WNP by altering habitat suitability. WNP i","1","23181"
357,"Coastal Motus Network in NW Mexico","NW Mexico","Installation of 15-20 motus stations in 12 priority wetland of NW Mexico  to track 4 shorebird species and 2 marine bird species.","More than one million Nearctic coastal and marine birds use the islands, beaches and wetlands of Northwest Mexico during their annual cycle. Despite this region’s importance to these species, many of them lack robust information about their connectivity an","1","23188"
358,"Black Rail breeding space use","BLRA","NULL","NULL","2","351"
359,"Black Tern Dispersal - Saskatchewan","BLTE - SK","Examine migration routes and breeding dispersal of Black Terns breeding in Saskatchewan.","Deploy tags on Black Terns breeding in Saskatchewan to examine their migration routes and movement among breeding colonies from one year to the next.","3","368"
360,"Barn Swallow foraging on Conte NWR","Conte Barn Swallows","Assess characteristics of foraging sites being used by nesting Barn Swallows near Fort River Division of Conte National Wildlife Refuge, Massachusetts","Barn Swallows belong to a suite of aerial insectivores that are showing serious population declines in northeastern North America. USGS Breeding Bird Survey data (Sauer et al. 2017) indicate that, over a 45-yr period. Various causes of these declines have ","2","11371"
361,"Swainson's Warbler Migratory Connectivity","SWWA_MC","Determining the migratory routes, wintering grounds, and connectivity of Swainson's Warblers (Limnothlypis swainsonii)","Swainson's Warbler (Limnothlypis swainsonii) is a secretive, under-studied neotropical migrant that inhabits dense understories in interior forests from the Mississippi River Valley floodplains to Rhododendron coves of the southern Appalachians. This proje","1","22788"
362,"Migration tracking Pozo Colorado – Concepción","MOPC2020","Improving our understanding of migration of landbirds in Paraguay by strategically position Motus towers in the Paraguayan Chaco.","Improving our understanding of migration of landbirds in Paraguay by strategically position Motus towers in the Paraguayan Chaco.","1","2351"
363,"Blackpoll Warbler post-breeding movements","BLPW post-breeding","NULL","NULL","NULL","234"
364,"Irruptive species on the move","Irruptive species","NULL","NULL","NULL","234"
365,"UK Motus Group","UKMotus","All UK Motus receivers installed pre-2021 and those installed after this not associated with a particular project.","All UK Motus receivers installed pre-2021 and those installed after this not associated with a particular project. All receivers including Bird Obs owned/managed stations.","1","27027"
366,"American kestrel monitoring","AMKE","Deploying tags on adults to assess winter survival and chicks to assess movement post-fledging","We will be deploying Motus-linked tags on adult American kestrels in January-February to assess movement and survival during the winter season. Tags will also be deployed on newly-fledged chicks to assess survival, migration connectivity, and movements wit","1","23457"
367,"Tennessee Warblers","Tennessee Warblers","Monitoring within season survival, return rates, and migratory pathways of songbird species of conservation concern","Monitoring within season survival, return rates, and migratory pathways of songbird species of conservation concern including Golden-winged Warblers, Cerulean Warblers, Swainson's Warblers","2","23604"
368,"ACR Tomales Bay","ACR Tomales Bay","Monitoring movements of wintering Dunlin on Tomales Bay","CTT PowerTags deployed on Dunlin wintering on Tomales Bay, Marin County, CA. Two receiver stations to be deployed on Tomales Bay in 2021.","1","23607"
369,"Salt Plains NWR","SPNWR","Tower on western edge of salt flats.","NULL","NULL","22903"
370,"Tall Timbers Research Station ","Tall Timbers ","Interest in detecting over-wintering species on Tall Timbers Research Station","Interest in detecting over-wintering species on Tall Timbers Research Station","1","22893"
371,"TRACKBIRD - Songbird spring migration 2021","TRBSpring21","NULL","NULL","1","2340"
372,"Idaho American Kestrel pilot","AMKE pilot","Deploy small number of nanotags on American Kestrels to test reliability of locations for larger studies of dispersal, migration, and survival.","Deploy small number of nanotags on American Kestrels to test reliability of locations for larger studies of dispersal, migration, and survival.","1","23859"
373,"Montreal Connectivity","MTL_connect","Monitor the movements of songbirds within the Grand Parc de l’Ouest to better understand local habitat connectivity","Every year, billions of birds migrate south from the boreal forest, with most of the eastern boreal songbirds funnelling through the 500 km 'Montreal gap' between the Great Lakes and the Gulf of the St Lawrence. Many of these species are at risk or declini","1","2426"
375,"Post-breeding dispersal of Common Eiders","Fundy Eiders","Female eiders tracked during post-breeding period while attending creches in the Grand Manan Archipelago, Bay of Fundy","Female Common Eiders will be tracked with GPS-GSM tags and VHF nanotags to monitor post-breeding dispersal from nesting islands in the Grand Manan Archipelago, Bay of Fundy.  GPS tags will allow for hourly locations, uploaded remotely through cell phone ne","3","379"
376,"Nemours Wildlife Foundation_South Carolina","NemoursSC","MOTUS station operated by Nemours Wildlife Foundation in the ACE Basin, SC.","3 antenna array plus UHF omnidirectional antenna station located on Nemours Plantation in the ACE Basin, South Carolina. This station is operated by Nemours Wildlife Foundation and is planned to be included in a state-wide collaborative MOTUS network.","1","23942"
377,"Desert National Wildlife Refuge Complex Motus","Desert NWRC Motus","Project involves deploying Motus Wildlife Tracking Systems on four National Wildlife Refuges in southern Nevada to support the Western Motus Network.","Hybrid CTT/Motus stations have been deployed on Ash Meadows, Desert, Moapa Valley, and Pahranagat National Wildlife Refuges. Project purposes are to support the Partners in Flight Western Working Group's efforts to establish a western Motus network and mee","2","23993"
378,"NE Indiana Migratory Bats","IN Migratory Bats","Small pilot project looking at migratory bats in Indiana, USA","Small pilot project looking at migratory bats in Indiana, USA","NULL","24134"
379,"Helgoland Spring 2021","Helgoland.spr.2021","NULL","NULL","1","431"
380,"Fensore UNB - Swallow Roosting Ecology","Fensore_UNB","Tracking BARS & BANS movement to identify roost sites in Eastern New Brunswick.","NULL","1","18492"
381,"Connecting Conservation for Declining Pacific Migrants","Flyway Conservation","Tracking critical stopover & winter habitat connections for Pacific at risk & steeply declining migratory birds to aid full life cycle conservation.","Tracking habitat and Protected Area connections for Pacific at risk and steeply declining migratory birds to support conservation.","3","4914"
382,"Cavity nesting ducks in the SJR valley of NB","WODU and COGO","Assessing movement distance and pathways of breeding cavity nesting ducks.","Assessing movement distance and pathways of cavity nesting ducks breeding in a network of nest boxes. This will allow for determination of associations, nest box visits, and potential identities of inter/intra-specific nest parasites.","1","18492"
383,"Ohio River Islands NWR","ORINWR","Detecting bird and bat movements near Ohio River Islands NWR.","Detecting bird and bat movements near Ohio River Islands NWR.","2","24326"
384,"Migratory Birds in Springfield, MA","SpringfieldBirds","Tracking stopover and movements of migratory songbirds using urban forests","This project aims to link how habitat characteristics and food availability in urban landscapes influences stopover activity and duration. We are focusing on several insectivore and omnivorous species including Magnolia Warbler, Swainson's Thrush, White-th","1","24358"
385,"LDWF-AAOA","LDWF-AAOA","Passive detection station maintained by the Louisiana Dept. of Wildlife and Fisheries and the Aquarium of the Americas","NULL","1","19965"
386,"Smithsonian Northern Great Plains MOTUS","SCBI NGP Motus","A MOTUS tower array and tagging program to study the migratory ecology and demography of imperiled grassland songbirds.","A MOTUS tower array and tagging program to study the migratory ecology and demography of imperiled grassland songbirds. The project will begin in Spring 2021 with a single station and pilot tagging of Sprague's Pipit. We expect to grow the tower array to 8","1","22627"
387,"Costa Rica Motus ","CRMotus","Motus stations in Costa Rica","Array of stations strategically placed throughout Costa Rica.","1","24398"
388,"TRACKBIRD - autumn 2021 Helgoland","Add2021","NULL","Skylarks and Starlings tagged at the coast of Niedersachsen during spring migration 2021","1","2340"
389,"Pre-migratory Flights in Northern Wheatears","pre-mig flights","In this project, we examine the spatiotemporal patterns of pre-migratory flight in a breeding population of Northern Wheatears in northern Germany.","In this project, we examine the spatiotemporal patterns of pre-migratory flight in a breeding population of Northern Wheatears on the island of Norderney, Germany.","1","431"
390,"Atlantic Offshore Wind Pilot ","AOWP","Motus stations and tags deployed for various offshore wind pilot studies in the Atlantic region of North America.","Motus stations and tags deployed for various offshore wind pilot studies in the Atlantic region of North America.","8","230"
391,"PROW Migration in Western Lake Erie","PROW_LAKE-ERIE","Spring movements of Prothonotary Warbler through Western Basin of Lake Erie.","Tracking the movements of Prothonotary Warbler passing through the marshes of the Western Basin of Lake Erie in NW Ohio and identifying the routes employed to reach more northerly breeding areas.  ","1","24532"
392,"VCFS Nesting Project","VCFS Nests","This project involves tagging three primary species that nest in our area (OVEN, REVI and NOWA) in order to monitor nesting location and duration.","This project will involve tagging individuals of OVEN, REVI and NOWA in the late spring in order to monitor nesting location and duration spent on nesting grounds.  Our Motus station will remain active year round to detect any birds passing through the are","1","24529"
393,"Prairie Landbird Monitoring - Canada","Grassland Birds","Examining migratory connectivity between breeding and wintering grounds for grassland birds in North America","We are developing a Great Plains Motus tower network that will encompass the central grasslands of Canada, USA, and Mexico with the overarching goal of studying the migratory patterns of grassland birds as they travel between their breeding and wintering g","3","24545"
394,"Nevada Department of Wildlife","NDOW","Studying movement patterns of bats in a portion of White Pine County, NV","Deployment of 7 temporary towers in Spring/Snake Valleys, plus an additional possible permanent tower at Great Basin National Park, all in White Pine county, Nevada to conduct bat research.","1","24604"
395,"European Robin - Oldenburg - Germany","Robin","Partial migratory behaviour in robins","Using radiotags we aim to characterise the ratio of migrants and resident in a population of European Robins in Northern Germany. The overall aim of our work is to understand what is driving differences in migratory behaviour, such as variation in the prop","1","431"
396,"GA DNR Motus Fall Bat Tracking Project","GA Fall Bat Tracking","GA DNR will attempt to capture and track migratory bats along the coast in October 2021.","GA DNR and the GA Bat Working Group are planning at Georgia Bat Blitz in coastal Georgia from October 14-17, 2021. Participants will complete three nights of mist-netting surveys and will attached transmitters to up to 5 migratory bats. The species we are ","2","24676"
397,"University of Wyoming Coop -- Sagebrush songbirds","UWYO - sagebrush","Project including motus stations installed in Pinedale, WY. Brewer's sparrows, sagebrush sparrows, and sage thrashers to be tagged.","We will be installing motus stations in Pinedale, WY in the summer of 2021. We will be tagging Brewer's sparrows, sagebrush sparrows, and sage thrashers to study post-fledging movement, site fidelity, and adult breeding movement.","1","24689"
404,"American Kestrel migration - C-SWG Northeast Motus Collaboration","Kestrels - MA","Migration of Massachusetts-nesting American Kestrels","Part of Northeast Motus Collaborative (C-SWG) grant. Drew Vitz (Mass Division Fisheries and Wildlife) and Jon Atwood (Mass Audubon) principal investigators.","2","11371"
405,"TN Wood Thrush","TN WOTH","Examining urbanization effects on Wood Thrush migration and local movements","Three stations will be set up in areas of different degrees of urbanization to look at such things as length of stay and degree of movement in relation to urbanization. The stations are/will be located at the Reflection Riding Arboretum and Nature Center (","1","24728"
406,"Ohio University Avian Movement Ecology","Ohio University","Project will include two Motus towers near Athens Ohio to add to the Motus Network, provide Ohio University students with experience with Motus.","Project will include two Motus towers near Athens Ohio to add to the Motus Network, provide Ohio University students with experience with Motus. We plan to deploy Lotek nanotags on birds during fall migration and winter stopover and may add projects as fun","1","24736"
407,"Dominion CVOW Pilot Project Turbines","CVOW Pilot Project","One Lotek receiver is located on each of the Dominion Energy Coastal Virginia Offshore Wind Pilot Project turbines.","One Lotek receiver is located on each of the Dominion Energy Coastal Virginia Offshore Wind Pilot Project turbines.","1","24776"
408,"Nelson's Sparrows in Atlantic Canada","NESP","Tracking habitat use of Nelson's Sparrows in dykelands vs. saltmarsh in Atlantic Canada","Nelson's Sparrows are a saltmarsh specialist, but are known to breed in agricultural lands inland from those marshes.  Whether they remain in their breeding habitat or switch between the two habitats is unknown. This presents a conservation concern given c","1","18492"
409,"Monitoring Harrier Field and Erie Landfill at the NJ Meadowlands","Harrier/Erie ","Determine the usefulness of contaminated reclaimed grassland and wetland sites in the New Jersey Meadowlands for migratory and breeding birds","Habitat degradation is a persistent problem for birds worldwide, especially for species reliant on native grassland and wetland ecosystems. Many restoration efforts have been made to improve degraded sites for breeding and migrating birds but contamination","1","24810"
410,"The Effects of Window Strikes on Migratory Routes and Successful Completion of Migration in Passerines","Window Strikes","Comparing window struck but ostensibly recovered migrating birds' migration to that of control birds","Worldwide, window strikes by birds are estimated to kill in excess of a billion birds per year, making windows one of the worst culprits in direct avian mortality and loss. The threat of window strikes is especially high during annual migrations, when bird","1","24810"
411,"Potential Negative Effects of Captive Raising on Migration in Passerines","Captive Raised Young","Tracking the migration of captive-raised birds raised in a rehabilitation setting versus control birds","Each year, tens of thousands of orphaned and injured baby birds are brought to wild bird rehabilitators in New Jersey alone to be raised in captivity by humans, then released once they demonstrate that they can find food and, presumably, fend for themselve","1","24810"
412,"Myotis californicus roost locations","MCRL","Radio tracking Myotis californicus and Myotis yumanensis to their maternity colony roost sites","Radio tracking Myotis californicus and Myotis yumanensis to their maternity colony roost sites along the lower Colorado River","1","415"
413,"Monarchs on the move / monarchs be moving","monarch tracking","We using nanopin tags to understand monarch flight behavior through southern Ontario and around the Great Lakes","We have two main project objectives. The first is to document monarch migration paths/routes from Georgian Bay through southern Ontario and identify regional features that might be used as leading lines during migration through Ontario. The second objectiv","3","365"
414,"Eastern Painted Bunting migratory connectivity","PABU MC","Estimation of migratory connectivity and survival of eastern Painted Buntings","The goal of this project is to use MOTUS towers within the southeastern US to better understand migratory connectivity and survival of the eastern population of Painted Buntings. Additionally, we hope to contribute to design-based MOTUS tower placement and","1","24870"
415,"Vmur - The Netherlands","Vmur_NL","Tracking Parti-colored bats in The Netherlands","Tracking Parti-colored bats in The Netherlands","1","553"
416,"PARC stopover","PARC stopover","Differential stopover strategies of migrant passerines at Powdermill Avian Research Center","NULL","1","407"
417,"Georgian Bay songbirds","GB","Post-breeding movement and onset of fall migration by songbirds.","This project is a collaboration between Georgian Bay Land Trust, Western University, Birds Canada, and Environment & Climate Change Canada.","1","239"
418,"UPDE Bats","UPDE Bats","Seasonal movement of little brown bats in the Upper Delaware River corridor","Tracking seasonal movement of little brown bats as they leave their summer roosts along the Upper Delaware River","1","24830"
